HBA,HBD,TPSA,dipole,excitation_energy_1,excitation_energy_2,excitation_energy_3,excitation_energy_4,homo_energy,homo_lumo_gap,logP,lumo_energy,melting_point,molecular_refractivity,oscillator_strength_1,oscillator_strength_2,oscillator_strength_3,oscillator_strength_4,pccdb_id,smiles
2,2,40.46,2.68,4.621,4.788,4.847,5.629,-5.418,5.358,1.098,-0.06,84.26,30.49,0.063,0.0,0.0003,0.0,785,Oc1ccc(cc1)O
2,2,46.25,0.58,6.614,6.899,7.338,7.629,-6.925,9.138,0.035,2.212,85.58,5.55,0.023,0.0433,0.0088,0.0113,787,NO
3,2,74.43,4.6,4.878,5.326,5.453,5.575,-6.637,5.725,-0.354,-0.912,208.65,34.51,0.0007,0.1956,0.0005,0.0016,790,Oc1ncnc2c1nc[nH]2
3,2,63.32,4.0,5.272,5.411,6.482,6.645,-6.536,6.879,1.145,0.343,104.84,35.44,0.0046,0.0084,0.0052,0.0019,791,CC[C@H]([C@@H](C(=O)O)N)C
4,3,86.21,1.84,5.044,5.438,5.668,6.094,-6.457,6.142,-0.602,-0.316,164.38,36.1,0.0055,0.0043,0.0513,0.0259,793,O[C@H](C(=O)O)Cc1cnc[nH]1
4,2,83.05,3.99,2.556,3.37,3.882,4.099,-6.022,3.363,-0.394,-2.659,167.15,35.14,0.0107,0.0007,0.0037,0.002,794,OC(=O)C(=O)Cc1cnc[nH]1
1,1,28.68,3.72,5.364,6.244,6.263,6.505,-6.125,7.031,0.41,0.906,65.09,18.59,0.0004,0.0264,0.1493,0.0023,795,c1ncc[nH]1
5,3,98.45,4.34,4.046,4.503,5.144,5.357,-7.377,4.928,-0.335,-2.449,160.38,28.48,0.0077,0.0243,0.002,0.001,796,OC(=O)CC(=N)C(=O)O
1,1,32.86,4.63,3.952,4.445,4.613,4.713,-5.551,4.936,1.909,-0.615,130.82,48.27,0.0205,0.01,0.0299,0.063,800,O=CCc1c[nH]c2c1cccc2
2,2,53.09,6.49,4.69,4.88,4.946,5.251,-5.889,5.284,1.795,-0.604,176.26,49.84,0.0706,0.0432,0.003,0.0033,802,OC(=O)Cc1c[nH]c2c1cccc2
4,2,74.6,6.17,4.332,4.939,5.408,5.647,-7.132,4.98,0.102,-2.152,111.24,29.22,0.0386,0.0172,0.0007,0.0015,811,OC(=O)CC(=C)C(=O)O
8,6,155.52,1.53,3.31,3.829,4.323,4.44,-7.061,4.471,-3.534,-2.591,163.75,48.35,0.0001,0.0001,0.0006,0.0005,817,OC[C@H]([C@H]([C@H]([C@H](CC(=O)C(=O)O)O)O)O)O
3,2,63.32,3.92,5.283,5.45,6.514,6.769,-6.555,6.906,0.899,0.351,105.51,30.63,0.0036,0.0116,0.0032,0.0044,824,CCC[C@@H](C(=O)O)N
4,3,69.56,4.31,5.3,5.758,6.176,6.604,-6.876,7.061,-0.877,0.185,119.64,33.69,0.0029,0.0032,0.0004,0.0174,825,O[C@H]1CN[C@@H](C1)C(=O)O
5,5,101.15,2.08,6.257,6.38,6.607,6.941,-7.072,8.294,-2.946,1.222,67.19,31.96,0.003,0.0066,0.003,0.0107,827,OC[C@H]([C@H]([C@H](CO)O)O)O
4,2,80.39,3.9,4.391,4.651,5.17,5.653,-6.966,5.306,-0.312,-1.66,137.9,26.02,0.0004,0.0031,0.0067,0.0018,829,O=CC[C@@H](C(=O)O)N
8,4,156.96,3.88,4.909,5.525,5.652,5.971,-7.162,5.644,-0.875,-1.518,207.29,38.09,0.0045,0.009,0.003,0.0005,832,O=C(OP(=O)(O)O)C[C@@H](C(=O)O)N
6,4,118.44,5.56,5.075,5.161,5.319,5.55,-5.973,5.872,0.638,-0.101,218.0,41.53,0.0012,0.0066,0.0041,0.0175,833,OC(=N)NCCC[C@@H](C(=O)O)N
6,2,100.9,5.97,1.787,3.62,3.695,4.155,-6.882,3.246,-2.597,-3.635,88.47,32.85,0.0001,0.0001,0.0023,0.0004,835,OC[C@@H]([C@H]1OC(=O)C(=O)C1=O)O
5,4,103.78,3.3,4.77,5.022,5.268,5.402,-6.046,5.589,0.752,-0.457,219.18,49.55,0.079,0.0006,0.0004,0.0263,836,OC(=O)[C@H](Cc1ccc(c(c1)O)O)N
5,4,90.15,3.4,6.074,6.42,6.574,6.769,-6.955,8.185,-2.194,1.23,61.54,34.57,0.0011,0.0026,0.005,0.0002,840,O[C@@H]1[C@@H](C)O[C@@H]([C@@H]([C@@H]1O)O)O
5,4,97.99,2.95,4.262,5.146,5.266,6.137,-7.14,5.823,-2.35,-1.317,69.3,35.8,0.0018,0.0001,0.0354,0.0126,841,OCC(=O)[C@H]([C@H]([C@@H](O)C)O)O
4,2,80.39,5.43,4.424,4.526,5.226,5.617,-6.708,5.159,0.078,-1.548,137.23,30.83,0.0002,0.0002,0.0002,0.002,844,O=CCC[C@@H](C(=O)O)N
5,3,106.41,5.92,3.524,4.022,4.604,4.865,-5.992,4.15,1.535,-1.842,218.45,55.13,0.0834,0.0017,0.0879,0.0914,846,OC(=O)[C@H](CC(=O)c1ccccc1N)N
4,2,99.6,1.97,5.032,5.445,5.596,5.705,-6.104,6.191,0.733,0.087,124.81,38.91,0.0063,0.0007,0.0417,0.0064,847,C[S@](=O)CC[C@@H](C(=O)O)N
4,3,77.76,3.53,5.394,6.113,6.753,6.783,-6.882,7.17,-0.55,0.288,106.52,34.79,0.0006,0.002,0.0035,0.0176,848,OCC([C@@H](C(=O)O)O)(C)C
3,2,49.33,5.09,5.509,5.923,6.277,6.398,-6.833,7.208,0.542,0.376,100.35,37.33,0.0007,0.0102,0.005,0.007,849,OC(=O)[C@H]1CCCCN1
5,3,100.62,4.31,5.374,5.654,5.727,5.981,-6.988,6.299,-0.181,-0.688,182.67,32.4,0.0002,0.0018,0.0024,0.0075,852,OC(=O)[C@H]([C@@H](C(=O)O)C)N
5,4,97.99,2.48,3.949,5.351,5.483,6.052,-6.89,5.663,-2.74,-1.227,80.3,31.0,0.0016,0.0052,0.0011,0.0112,854,OC[C@H]([C@H]([C@H](C=O)O)O)O
2,1,37.3,2.35,4.468,5.358,7.053,7.175,-7.429,6.297,-0.434,-1.132,25.77,17.9,0.0,0.0249,0.0219,0.0056,855,C[C@@H](C=O)O
3,2,63.32,3.1,5.565,5.87,6.052,6.378,-6.789,6.993,1.145,0.204,104.84,35.44,0.0029,0.0008,0.0018,0.019,857,N[C@H](C(=O)O)CC(C)C
4,3,89.34,6.25,5.563,5.602,6.032,6.112,-6.28,7.151,0.928,0.871,159.09,38.14,0.0015,0.0003,0.0088,0.007,866,NCCCC[C@@H](C(=O)O)N
4,2,74.6,4.25,5.503,5.762,6.295,6.625,-7.592,6.789,-0.454,-0.803,129.75,20.08,0.0117,0.0019,0.0345,0.0152,867,OC(=O)CC(=O)O
3,1,54.37,4.52,4.382,4.998,5.733,5.865,-7.442,5.597,-0.34,-1.845,84.31,18.51,0.0002,0.0,0.0002,0.0044,868,O=CCC(=O)O
3,2,57.53,6.35,5.015,5.335,5.574,5.728,-6.493,5.902,1.409,-0.59,123.96,44.82,0.0479,0.0003,0.0052,0.021,873,OC(=O)CCc1ccccc1O
4,2,74.6,1.35,3.975,4.125,5.26,5.838,-7.793,5.241,0.102,-2.552,141.63,29.22,0.0,0.0,0.2575,0.0043,874,OC(=O)/C=C(/C(=O)O)\C
6,4,115.06,2.44,5.481,5.511,6.234,6.271,-7.823,7.026,-2.123,-0.797,166.32,27.21,0.0011,0.0,0.0009,0.0059,875,O[C@@H]([C@@H](C(=O)O)O)C(=O)O
4,2,88.62,4.48,5.059,5.2,5.313,5.528,-6.027,6.359,0.852,0.332,114.48,38.22,0.0104,0.0,0.0028,0.0026,876,CSCC[C@@H](C(=O)O)N
1,1,38.8,1.74,5.164,5.776,6.731,7.053,-6.433,7.189,0.546,0.756,-2.98,14.85,0.0076,0.0366,0.0122,0.0087,878,CS
2,0,34.14,0.95,2.64,4.259,6.076,6.559,-6.98,4.27,-0.226,-2.71,28.54,16.93,0.0001,0.0,0.0,0.0251,880,O=CC(=O)C
1,1,20.23,1.69,6.432,7.341,8.093,8.182,-7.197,9.247,-0.392,2.049,-4.62,8.08,0.0006,0.0295,0.0062,0.0247,887,CO
5,3,92.42,7.13,5.354,5.626,5.719,6.007,-6.376,6.593,0.016,0.218,153.41,38.44,0.0041,0.0009,0.0009,0.0053,902,C/C(=N\CC[C@@H](C(=O)O)N)/O
3,3,65.12,3.09,4.294,4.617,4.646,4.683,-5.121,4.982,1.943,-0.139,187.32,62.71,0.0625,0.0003,0.0861,0.0016,903,Oc1ccc2c(c1)c(CC/N=C(/O)\C)c[nH]2
2,1,29.1,3.79,4.751,4.986,5.008,5.559,-5.75,5.69,1.718,-0.06,58.6,40.75,0.0812,0.0462,0.0083,0.0184,904,C/C(=N\c1ccccc1)/O
5,2,83.47,5.48,4.387,5.263,5.505,5.682,-6.792,5.905,-0.054,-0.887,130.23,40.74,0.0001,0.0024,0.0018,0.012,905,C/C(=N\[C@H](C(=O)O)CCC=O)/O
5,3,92.42,6.93,5.403,5.519,5.57,5.698,-6.264,6.117,0.406,-0.147,152.75,43.24,0.0083,0.0054,0.0007,0.0034,907,C/C(=N\[C@H](C(=O)O)CCCN)/O
4,2,75.68,5.25,5.513,5.907,6.172,6.421,-7.121,7.091,-0.242,-0.03,124.7,24.7,0.0014,0.0052,0.0164,0.0035,908,OC(=O)CNC=N
6,3,112.98,8.2,4.278,4.926,5.093,5.217,-6.272,5.012,-0.008,-1.26,199.87,40.89,0.0058,0.001,0.0057,0.0011,909,OC(=O)[C@@H](NC=N)CCC(=O)O
6,3,109.49,5.48,3.772,4.032,4.44,4.608,-6.444,4.444,1.649,-2.0,225.24,60.62,0.0738,0.0031,0.0031,0.0542,910,O/C=N/c1ccccc1C(=O)C[C@@H](C(=O)O)N
2,2,40.71,5.44,5.016,5.5,5.604,5.696,-5.559,6.757,0.563,1.197,95.78,35.97,0.0293,0.0096,0.0112,0.0196,912,CNCCc1cnc[nH]1
2,2,32.26,2.95,5.283,5.628,5.753,5.912,-6.264,6.414,1.33,0.15,51.62,44.99,0.0011,0.0112,0.0559,0.0014,913,CNC[C@@H](c1ccccc1)O
3,3,65.12,2.2,4.59,4.655,4.761,4.835,-5.393,5.241,1.774,-0.152,202.11,62.26,0.062,0.0027,0.0019,0.0287,914,CN[C@H](C(=O)O)Cc1c[nH]c2c1cccc2
4,3,69.97,3.79,4.764,5.091,5.153,5.283,-5.412,6.452,0.458,1.039,184.29,48.01,0.0114,0.0198,0.0206,0.022,917,CN1CNc2c([C@@H]1N)nc[nH]2
7,4,123.93,7.27,5.495,5.612,5.729,5.818,-6.817,6.305,-0.416,-0.512,192.95,53.08,0.028,0.0021,0.0087,0.0015,919,OCCC[C@@H](C(=O)O)/N=C(\CCC(=O)O)/O
4,2,58.36,1.96,5.126,5.592,5.646,5.9,-5.665,7.336,0.283,1.671,112.47,40.86,0.0141,0.0152,0.0199,0.0088,921,N[C@@H]1CCN=C(N1C)O
5,3,92.42,2.23,5.247,5.474,5.527,5.571,-6.414,6.139,0.016,-0.275,153.41,38.44,0.0002,0.0122,0.0004,0.0015,922,C/N=C(\CC[C@@H](C(=O)O)N)/O
0,0,0.0,0.0,4.374,4.453,5.474,5.52,-5.788,4.83,2.84,-0.958,47.65,43.95,0.0606,0.0,0.0,0.0,931,c1ccc2c(c1)cccc2
3,1,55.98,4.16,4.595,4.826,4.978,5.107,-7.14,5.663,0.881,-1.478,108.63,32.33,0.0068,0.0017,0.028,0.0372,936,OC(=N)c1cccnc1
3,1,50.19,5.1,4.285,4.746,4.801,5.212,-7.325,5.54,0.78,-1.785,110.15,31.2,0.0025,0.0116,0.0024,0.0637,938,OC(=O)c1cccnc1
2,0,16.13,3.13,4.471,4.622,4.863,5.048,-5.867,5.366,1.786,-0.501,45.21,53.13,0.0019,0.0016,0.0035,0.0004,942,CN1CCC[C@H]1c1cccnc1
2,1,40.92,1.65,1.588,6.279,7.224,7.681,-6.629,3.752,0.431,-2.876,9.91,6.76,0.0004,0.0445,0.0031,0.0271,945,N=O
2,0,47.58,0.0,9.149,9.149,9.184,9.599,-11.617,10.961,0.03,-0.656,27.88,3.45,0.0,0.0,0.0,0.0,947,N#N
1,0,3.24,1.86,4.5,4.537,5.068,5.069,-5.015,5.38,1.753,0.365,12.66,40.65,0.0464,0.0242,0.0007,0.029,949,CN(c1ccccc1)C
1,0,29.43,4.03,4.194,4.228,4.409,4.412,-5.138,4.814,1.786,-0.324,6.5,44.02,0.0009,0.0001,0.0006,0.0145,950,C[N](c1ccccc1)([O])C
4,4,86.71,3.5,4.748,4.838,5.056,5.17,-5.434,5.72,0.79,0.286,161.3,44.13,0.002,0.0516,0.0021,0.0124,951,NC[C@H](c1ccc(c(c1)O)O)O
4,3,69.92,4.82,5.775,6.168,6.401,6.539,-6.623,7.728,-1.901,1.105,43.58,28.61,0.0035,0.0104,0.012,0.0028,952,OC[C@H]1OC[C@H]([C@H]1O)O
7,4,139.89,3.58,5.451,6.23,6.349,6.702,-7.059,7.279,-0.402,0.22,185.9,37.89,0.0019,0.0088,0.0132,0.0266,953,OC(=O)[C@H](CCOP(=O)(O)O)N
1,1,20.23,1.71,6.394,7.099,7.212,7.299,-7.064,9.189,2.339,2.125,-9.27,41.73,0.0062,0.0065,0.0013,0.0232,957,CCCCCCCCO
1,1,9.23,2.1,7.824,10.014,10.117,11.458,-7.924,9.627,-0.064,1.703,0.0,3.05,0.0706,0.0,0.1224,0.0185,962,O
4,2,74.6,2.35,3.445,4.213,5.023,6.12,-7.63,4.991,-1.368,-2.64,92.6,19.67,0.0,0.0241,0.0,0.0003,964,OCC(=O)C(=O)O
5,2,91.67,4.99,3.321,3.822,4.723,4.945,-7.551,4.408,-0.885,-3.143,150.47,25.09,0.0017,0.0168,0.001,0.0,970,OC(=O)CC(=O)C(=O)O
4,2,74.6,2.0,5.563,5.632,6.893,7.049,-7.807,7.268,-0.844,-0.539,130.41,15.27,0.0006,0.0027,0.0,0.0009,971,OC(=O)C(=O)O
4,2,80.39,2.28,4.009,5.611,5.705,6.467,-7.051,5.562,-0.743,-1.488,128.89,16.41,0.0001,0.0497,0.0,0.0156,974,OC(=O)C(=O)N
3,1,54.37,1.18,3.249,4.142,5.071,6.235,-6.988,4.781,0.216,-2.207,52.05,27.65,0.0004,0.0091,0.0,0.0659,976,OC(=O)C(=O)CC=C
2,0,34.14,0.0,6.361,7.418,8.037,8.212,-6.808,1.929,0.067,-4.879,0.0,6.73,0.0,0.0,0.0,0.0146,977,O=O
3,2,63.32,3.92,4.669,4.721,5.004,5.028,-5.815,5.01,1.548,-0.805,144.8,37.81,0.4078,0.0087,0.008,0.0001,978,OC(=O)c1ccc(cc1)N
3,1,46.53,3.4,5.7,6.48,7.039,7.305,-7.491,7.461,-0.07,-0.03,45.76,31.03,0.0005,0.0066,0.0069,0.0098,989,O[C@H]1C(=O)OCC1(C)C
5,4,90.15,1.91,6.701,6.72,6.822,7.133,-7.271,8.683,-2.582,1.412,62.2,29.77,0.0016,0.0032,0.0041,0.0201,993,OC[C@H]1O[C@@H]([C@@H]([C@@H]1O)O)O
3,2,63.32,3.75,5.276,5.419,5.643,5.746,-6.743,6.128,1.341,-0.615,137.23,45.5,0.0009,0.013,0.0017,0.0145,994,N[C@H](C(=O)O)Cc1ccccc1
3,1,54.37,3.78,3.311,4.038,4.101,4.631,-6.727,4.623,0.883,-2.103,104.37,42.99,0.0105,0.0045,0.0268,0.0002,997,O=C(C(=O)O)Cc1ccccc1
1,0,17.07,2.71,4.165,5.1,5.298,5.58,-6.588,5.747,1.428,-0.841,38.21,36.41,0.0085,0.0085,0.0361,0.042,998,O=CCc1ccccc1
2,1,37.3,4.96,5.217,5.612,5.646,6.142,-6.874,6.191,1.314,-0.683,83.64,37.99,0.0003,0.0021,0.1071,0.0353,999,OC(=O)Cc1ccccc1
2,2,46.25,3.11,5.305,5.829,5.918,5.929,-6.455,6.49,1.379,0.035,79.35,40.08,0.0019,0.0427,0.0003,0.007,1000,NC[C@H](c1ccccc1)O
1,1,26.02,1.36,5.301,5.618,5.731,5.816,-6.291,6.422,1.888,0.131,60.74,38.92,0.0009,0.0104,0.0137,0.0086,1001,NCCc1ccccc1
4,2,58.2,4.02,4.961,5.213,5.224,5.432,-6.64,5.804,1.225,-0.835,135.87,53.13,0.0131,0.005,0.0033,0.0041,1002,OC1=[N]=[C](=N[C@@H]1c1ccccc1)O
4,3,87.57,3.39,6.695,6.859,7.783,7.968,-8.147,8.651,-0.929,0.503,101.55,14.26,0.0181,0.0145,0.0229,0.0023,1004,OP(=O)(O)O
6,3,113.87,6.46,4.88,5.28,5.433,5.694,-8.15,5.908,-0.306,-2.242,115.14,29.9,0.002,0.0017,0.0862,0.0703,1005,OC(=O)C(=C)OP(=O)(O)O
8,5,160.12,6.78,5.572,6.14,6.44,6.562,-7.774,7.056,-1.431,-0.718,204.52,39.06,0.0024,0.004,0.0146,0.0019,1007,O[C@H]([C@@H](C(=O)O)N)COP(=O)(O)O
5,3,102.59,3.06,5.517,6.011,6.375,6.535,-6.373,7.23,-0.245,0.857,110.07,26.51,0.0094,0.0032,0.0275,0.002,1015,NCCOP(=O)(O)O
7,4,139.89,5.39,5.462,6.175,6.57,6.677,-7.26,7.268,-0.404,0.008,185.9,37.89,0.0012,0.0006,0.0236,0.0043,1016,OC(=O)[C@H]([C@@H](OP(=O)(O)O)C)N
4,2,74.6,4.23,4.325,4.721,4.968,5.3,-7.227,5.238,1.083,-1.989,186.97,40.36,0.0212,0.0372,0.0633,0.0088,1017,OC(=O)c1ccccc1C(=O)O
5,4,109.57,3.63,5.398,5.934,6.117,6.179,-6.702,7.176,-0.101,0.473,177.71,39.3,0.0017,0.0059,0.0065,0.0113,1029,NC[C@H](CC[C@@H](C(=O)O)N)O
2,2,40.46,2.57,6.434,7.013,7.132,7.234,-6.974,8.626,-0.64,1.652,12.67,18.86,0.0011,0.0111,0.0239,0.0355,1030,OC[C@@H](O)C
1,1,20.23,1.71,6.472,7.169,7.491,7.719,-7.102,9.198,0.389,2.095,-5.95,17.7,0.0086,0.005,0.0226,0.0245,1031,CCCO
2,1,37.3,4.41,5.6,6.534,7.495,7.55,-7.276,7.532,0.481,0.256,52.59,18.31,0.0017,0.0133,0.0086,0.0143,1032,CCC(=O)O
5,2,93.64,3.56,5.901,6.688,6.791,7.167,-8.283,7.472,0.032,-0.811,76.55,28.81,0.0006,0.0182,0.0308,0.0102,1034,CCC(=O)OP(=O)(O)O
4,0,51.56,2.54,2.978,3.893,4.207,4.565,-6.89,4.144,0.42,-2.746,109.67,35.13,0.0,0.005,0.0004,0.1267,1043,C1=Nc2c(=N[CH]1)[n]cnc2
3,1,54.46,3.68,4.283,5.201,5.278,5.374,-6.874,5.587,0.353,-1.287,141.44,31.68,0.0019,0.1397,0.0019,0.0001,1044,C1=N[CH]c2c([N]1)[nH]cn2
2,2,52.04,0.01,5.506,5.566,6.151,6.199,-6.079,8.161,1.085,2.082,83.26,26.76,0.0,0.0179,0.0037,0.0,1045,NCCCCN
4,1,68.87,4.21,3.834,4.376,4.454,4.53,-7.276,5.086,0.276,-2.191,124.13,30.13,0.0025,0.0049,0.0159,0.0391,1046,[NH][C](c1cnccn1)O
1,1,28.68,2.29,6.031,6.311,6.572,6.799,-6.621,7.276,0.41,0.656,65.09,18.59,0.0072,0.0,0.0672,0.0125,1048,c1ccn[nH]1
1,0,12.89,2.19,4.849,5.137,5.518,6.301,-6.874,6.261,1.082,-0.612,17.82,24.24,0.0044,0.0,0.0392,0.0159,1049,c1cccnc1
4,2,70.42,2.05,3.382,3.839,4.052,4.665,-6.457,4.484,0.4,-1.973,121.86,42.74,0.0,0.0935,0.002,0.0359,1050,O=Cc1c(CO)cnc(c1O)C
4,3,79.37,4.79,4.685,4.852,5.294,5.335,-6.199,5.551,0.747,-0.648,146.18,45.03,0.0063,0.0991,0.0043,0.0015,1052,NCc1c(CO)cnc(c1O)C
4,3,73.58,4.45,4.667,4.775,5.369,5.388,-6.259,5.486,0.08,-0.773,110.55,43.48,0.0046,0.1038,0.0035,0.0015,1054,OCc1c(CO)cnc(c1O)C
2,1,24.39,2.91,3.962,4.675,4.95,5.504,-5.391,4.863,-0.104,-0.528,52.18,32.48,0.0395,0.0005,0.0602,0.0176,1056,[CH]1[CH][CH]NC[N]1
3,3,60.69,2.73,4.647,4.993,5.011,5.143,-5.448,5.965,0.803,0.517,125.24,32.51,0.0014,0.0102,0.0009,0.0,1057,Oc1c(O)cccc1O
4,2,69.89,3.75,5.042,5.415,5.654,6.015,-7.336,6.144,-1.289,-1.192,110.32,33.98,0.0035,0.0344,0.009,0.0091,1059,O[C@H]1[CH][N][C@@H](C1)C(=O)O
3,1,54.37,1.26,3.267,5.057,6.322,6.546,-7.108,4.925,-0.34,-2.182,73.98,18.51,0.0,0.0001,0.0342,0.0237,1060,OC(=O)C(=O)C
5,2,87.49,6.57,3.853,4.4,4.581,4.909,-7.529,4.849,0.478,-2.68,202.48,38.16,0.0,0.0007,0.0,0.0346,1066,OC(=O)c1ncccc1C(=O)O
1,0,25.3,1.72,5.099,5.383,5.915,6.465,-5.905,7.097,0.979,1.192,-14.94,19.32,0.0,0.0015,0.0342,0.0339,1068,CSC
5,3,94.83,5.89,5.476,5.629,6.018,6.13,-7.132,6.411,-0.703,-0.721,158.06,30.89,0.0052,0.0021,0.0072,0.0009,1081,OC(=O)C[C@](C(=O)O)(O)C
3,2,49.33,5.4,5.589,5.972,6.532,6.708,-6.879,7.369,-0.319,0.49,79.77,21.11,0.0006,0.002,0.0103,0.0022,1088,CNCC(=O)O
5,4,97.99,4.32,4.68,5.382,5.771,5.893,-7.17,5.984,-1.516,-1.186,141.57,38.43,0.0001,0.0771,0.0034,0.1451,1094,O[C@H]1CC(=C[C@@H]([C@@H]1O)O)C(=O)O
3,2,76.74,5.14,6.077,6.235,6.811,6.856,-7.543,7.489,0.547,-0.054,99.42,13.54,0.0495,0.0379,0.0125,0.0066,1100,OS(=O)O
3,3,64.07,1.76,5.315,5.503,5.562,5.603,-5.796,7.973,1.455,2.177,108.45,43.98,0.0032,0.0185,0.0266,0.007,1102,NCCCNCCCCN
0,0,0.0,0.09,6.682,6.728,6.791,6.819,-7.143,9.304,5.029,2.161,56.44,75.38,0.0004,0.0046,0.0022,0.0011,1108,C1CC[C@H]2[C@H](C1)CC[C@@H]1[C@@H]2CC[C@@H]2[C@H]1CCC2
4,2,74.6,6.15,5.47,5.641,5.858,6.114,-7.124,6.321,-0.064,-0.803,129.08,24.89,0.0019,0.0014,0.0009,0.0031,1110,OC(=O)CCC(=O)O
3,1,54.37,5.51,4.41,4.826,5.554,5.863,-7.102,5.41,0.05,-1.693,83.65,23.31,0.0004,0.0019,0.0012,0.0002,1112,O=CCCC(=O)O
6,3,111.9,3.77,3.981,4.244,4.449,4.549,-6.563,4.558,0.122,-2.005,213.44,56.83,0.0174,0.1872,0.0018,0.0116,1114,OC(=O)CCC(=O)C1=C(C(=O)O)[C@@H](CC=C1)O
3,0,66.23,1.78,3.815,4.157,6.069,7.925,-8.985,5.369,0.411,-3.616,29.64,8.96,0.0045,0.0,0.0665,0.0016,1119,O=S=O
4,2,74.6,2.4,4.508,4.994,5.86,6.249,-7.666,5.821,-1.369,-1.845,102.93,19.67,0.0034,0.0192,0.0031,0.0053,1122,O=C[C@@H](C(=O)O)O
4,2,88.77,3.31,5.843,6.487,6.925,7.122,-6.969,7.799,0.614,0.83,111.33,24.97,0.0223,0.0117,0.0007,0.0156,1123,NCCS([O])(O)[O]
1,0,25.3,2.21,4.952,5.182,5.809,5.894,-5.753,6.784,1.513,1.031,6.31,26.82,0.0,0.0053,0.0125,0.0209,1127,C1CCCS1
1,0,36.28,4.12,5.309,5.519,5.602,6.064,-5.91,6.759,1.395,0.849,16.65,27.51,0.0275,0.0091,0.015,0.0137,1128,O=S1CCCC1
3,2,76.1,3.14,5.455,5.576,6.246,6.565,-7.233,7.037,0.001,-0.196,73.51,21.43,0.0051,0.0015,0.0253,0.0196,1133,OC(=O)CS
2,2,65.72,4.28,4.944,5.168,5.606,5.682,-6.599,5.908,-0.628,-0.691,172.59,32.65,0.0047,0.0772,0.0003,0.0006,1135,CC1=CN=[C](=[N]=C1O)O
3,1,61.36,1.57,5.171,5.284,5.373,5.819,-6.465,5.725,0.986,-0.74,44.68,38.01,0.1148,0.0021,0.0103,0.0052,1136,Cc1ncsc1CCO
0,0,0.0,0.32,5.292,5.909,6.034,6.257,-6.403,6.504,1.995,0.101,7.15,31.41,0.0022,0.0191,0.0021,0.0,1140,Cc1ccccc1
2,2,40.46,2.75,4.417,4.75,5.488,5.834,-6.09,4.98,0.224,-1.11,55.59,35.02,0.1058,0.0492,0.0027,0.0182,1141,O[C@H]1C(=CC=C[C@@H]1O)C
1,0,29.43,4.38,4.701,4.701,5.525,5.526,-4.928,6.653,0.211,1.725,-28.1,22.8,0.0174,0.0174,0.0001,0.0044,1145,C[N]([O])(C)C
1,0,3.24,0.57,5.254,5.948,5.948,6.13,-5.641,7.932,0.178,2.291,-21.93,19.43,0.0253,0.0033,0.0033,0.0881,1146,CN(C)C
3,3,79.11,6.07,4.53,4.75,4.821,4.941,-5.649,5.178,1.823,-0.471,229.84,57.36,0.0662,0.0064,0.0226,0.0015,1148,OC(=O)[C@H](Cc1c[nH]c2c1cccc2)N
1,2,41.81,3.09,4.556,4.697,4.824,5.043,-5.271,5.23,2.369,-0.041,153.35,50.78,0.0692,0.0013,0.026,0.0099,1150,NCCc1c[nH]c2c1cccc2
3,4,114.37,5.41,4.971,4.999,5.352,5.596,-5.951,5.513,-1.767,-0.438,343.08,40.16,0.0,0.1206,0.0024,0.1561,1175,O[C]1=[N]=C(O)c2c(N=1)[nH]c(n2)O
3,2,65.98,2.73,4.167,4.312,4.891,5.361,-6.253,4.367,0.507,-1.886,166.11,35.26,0.5755,0.0,0.0001,0.0023,1178,OC(=O)/C=C/c1cnc[nH]1
3,2,63.32,3.98,5.27,5.426,6.545,6.685,-6.555,6.89,0.755,0.335,105.51,30.63,0.0047,0.0072,0.0098,0.0058,1182,N[C@H](C(=O)O)C(C)C
3,1,46.53,4.08,3.771,4.404,4.77,5.308,-6.299,4.838,1.213,-1.461,84.17,40.34,0.0002,0.0958,0.1235,0.0014,1183,COc1cc(C=O)ccc1O
3,3,94.4,5.56,5.028,5.135,5.473,5.549,-6.267,5.521,-1.06,-0.746,275.87,37.34,0.1607,0.0012,0.0013,0.0561,1188,OC1=[N]=[C](=Nc2c1nc[nH]2)O
3,1,49.66,1.76,3.811,4.931,6.05,6.156,-6.631,5.255,0.132,-1.377,91.04,37.62,0.0011,0.0005,0.0013,0.2411,1194,OC(=O)C1=NCCCC1
3,1,49.66,5.16,5.571,5.621,5.764,6.644,-7.127,6.4,-0.26,-0.727,91.7,32.82,0.0089,0.0006,0.0374,0.0113,1196,OC(=O)[C@@H]1CC[CH][N]1
1,1,12.03,0.91,5.117,5.279,5.35,5.472,-5.91,5.948,2.228,0.038,32.34,48.63,0.002,0.0007,0.0065,0.0033,1206,CN[C@H](Cc1ccccc1)C
6,3,117.78,5.92,4.697,4.821,5.077,5.227,-6.563,5.208,0.825,-1.355,276.24,58.56,0.2856,0.0653,0.0031,0.1625,1212,OC(=O)[C@@](c1ccc(cc1)c1nn[nH]n1)(N)C
5,3,100.62,8.04,5.217,5.552,5.788,5.987,-6.865,6.316,-0.037,-0.55,215.6,35.13,0.0003,0.0012,0.0078,0.0007,1214,OC(=O)[C@@H]1C[C@](C1)(N)C(=O)O
